site_id,zone,SP,SubRegion,Elevation_m,elevation_relative,az_size_class,start_year,end_year,start_ndvi,end_ndvi,start_se,end_se,total_change,change_se,change_per_decade,change_t_stat,change_p_value,significant_change,model_success,trend_direction,change_magnitude
NH_PRE,AZ,NH,White Mountains,1917,355.79999999999995,Large,1984,2024,0.250774407331929,0.27873369522261726,0.008847604866631028,0.006212125876817987,0.027959287890688245,0.010810671569586447,0.006989821972672061,2.586267440530321,0.01389355799485826,TRUE,TRUE,Increasing,Small
NH_PRE,USAZ,NH,White Mountains,1917,355.79999999999995,Large,1984,2024,0.32048894701725567,0.32603017244447385,0.009088924923982977,0.007433267426291027,0.005541225427218188,0.011741465875458575,0.001385306356804547,0.4719364248036679,0.6397436415176392,FALSE,TRUE,No significant trend,Not significant
NY_ALG,AZ,NY,Adirondack Mountains,1559,22.200000000000045,Medium,1984,2024,0.29058436433649787,0.2993501011642346,0.0129297469098296,0.011333849994758555,0.008765736827736736,0.017194025440714474,0.002191434206934184,0.5098129497342705,0.6132939436348273,FALSE,TRUE,No significant trend,Not significant
NY_ALG,USAZ,NY,Adirondack Mountains,1559,22.200000000000045,Medium,1984,2024,0.2978947064883162,0.30279666993296006,0.012636036047915094,0.010775566449553518,0.0049019634446438864,0.01660669260608364,0.0012254908611609716,0.29517999525372784,0.7695521351385551,FALSE,TRUE,No significant trend,Not significant
NY_HAY,AZ,NY,Adirondack Mountains,1512,-24.799999999999955,Small,1984,2024,0.29668288787144337,0.30750918357242013,0.015391805548093456,0.014346499040683183,0.010826295700976762,0.02104114333287628,0.0027065739252441906,0.5145298204428338,0.6100262132284521,FALSE,TRUE,No significant trend,Not significant
NY_HAY,USAZ,NY,Adirondack Mountains,1512,-24.799999999999955,Small,1984,2024,0.30014000361082255,0.3151600123172652,0.015671467626802014,0.014851035131514253,0.015020008706442656,0.02159046414636272,0.003755002176610664,0.6956778976413543,0.49150111398265683,FALSE,TRUE,No significant trend,Not significant
NY_MAR,AZ,NY,Adirondack Mountains,1629,92.20000000000005,Small,1984,2024,0.28434468887312786,0.28769315220478336,0.011860408526278664,0.012351894899747735,0.0033484633316555046,0.017124210873048655,8.371158329138761e-4,0.19553971604762022,0.8461343833320546,FALSE,TRUE,No significant trend,Not significant
NY_MAR,USAZ,NY,Adirondack Mountains,1629,92.20000000000005,Small,1984,2024,0.29972437716051714,0.2889056490856976,0.013044718468212101,0.013136194384880782,-0.010818728074819539,0.018512814017114937,-0.0027046820187048848,-0.5843913337441686,0.5627052614290502,FALSE,TRUE,No significant trend,Not significant
NY_SKY,AZ,NY,Adirondack Mountains,1501,-35.799999999999955,Small,1984,2024,0.3076242718988622,0.32304474197704314,0.012955429460091766,0.012078321212569397,0.015420470078180926,0.017712396670394932,0.0038551175195452314,0.8706032483991957,0.3899031400114563,FALSE,TRUE,No significant trend,Not significant
NY_SKY,USAZ,NY,Adirondack Mountains,1501,-35.799999999999955,Small,1984,2024,0.30432807535756673,0.31097375616621664,0.010952387341475724,0.01017352583925784,0.006645680808649912,0.014948425217385429,0.001661420202162478,0.4445739743154217,0.6592890270637113,FALSE,TRUE,No significant trend,Not significant
NY_WHF,AZ,NY,Adirondack Mountains,1483,-53.799999999999955,Small,1984,2024,0.26591700829423565,0.2853469987278269,0.009225996812923536,0.007768248871295482,0.019429990433591227,0.012060875080957384,0.004857497608397807,1.610993423210954,0.1161641831195825,FALSE,TRUE,No significant trend,Not significant
NY_WHF,USAZ,NY,Adirondack Mountains,1483,-53.799999999999955,Small,1984,2024,0.2714331750980546,0.2895254200080928,0.01071286660196835,0.009368018602441295,0.01809224491003819,0.014231137810001527,0.004523061227509548,1.271314012385089,0.2120010269923014,FALSE,TRUE,No significant trend,Not significant
QC_ALB,AZ,QC,Monts Chic-Chocs,1151,61.25,Large,1984,2024,0.22837993580011992,0.23524975779582658,0.009658632303689595,0.007220822700428483,0.006869821995706654,0.012059413685950883,0.0017174554989266635,0.5696646764601782,0.5724430686327102,FALSE,TRUE,No significant trend,Not significant
QC_ALB,USAZ,QC,Monts Chic-Chocs,1151,61.25,Large,1984,2024,0.310009196526554,0.27309634392855187,0.010302841506708063,0.00780339527100089,-0.036912852598002144,0.012924454374085799,-0.009228213149500536,-2.856047267419995,0.00707939155705474,TRUE,TRUE,Decreasing,Small
QC_AUC,AZ,QC,Monts McGerrigle,1105,-17.615384615384528,Small,1984,2024,0.29847318266152556,0.31098747988022235,0.010506100524910309,0.008476373906038342,0.01251429721869679,0.013499150448620401,0.0031285743046741976,0.9270433177500987,0.36007782208533434,FALSE,TRUE,No significant trend,Not significant
QC_AUC,USAZ,QC,Monts McGerrigle,1105,-17.615384615384528,Small,1984,2024,0.3182238306914246,0.29216436070675006,0.011716879704183877,0.008928157904711782,-0.026059469984674566,0.01473082732142983,-0.0065148674961686415,-1.7690432055207292,0.08535879516299205,FALSE,TRUE,No significant trend,Not significant
QC_CAS,AZ,QC,Monts McGerrigle,1136,13.384615384615472,Medium,1984,2024,0.29990292475448893,0.2848585420319318,0.009415357988583554,0.0070029540214761685,-0.015044382722557148,0.011734152337518608,-0.003761095680639287,-1.2821022166598655,0.20823439898539464,FALSE,TRUE,No significant trend,Not significant
QC_CAS,USAZ,QC,Monts McGerrigle,1136,13.384615384615472,Medium,1984,2024,0.3069379659448105,0.2622217521370184,0.008855003330545834,0.006565164690890566,-0.04471621380779206,0.011023269542313389,-0.011179053451948015,-4.056529111997722,2.7529843409082605e-4,TRUE,TRUE,Decreasing,Moderate
QC_COL,AZ,QC,Monts Chic-Chocs,1041,-48.75,Small,1984,2024,0.39280522708444976,0.37745068044679836,0.019723075434077714,0.0149216538379871,-0.0153545466376514,0.024731669127639466,-0.00383863665941285,-0.6208455465907702,0.5388412753010121,FALSE,TRUE,No significant trend,Not significant
QC_COL,USAZ,QC,Monts Chic-Chocs,1041,-48.75,Small,1984,2024,0.32647541634983585,0.29724556546574193,0.019798059131109033,0.013317947436748644,-0.02922985088409391,0.023860655256863535,-0.007307462721023478,-1.225022974827396,0.22923892599492426,FALSE,TRUE,No significant trend,Not significant
QC_CON,AZ,QC,Monts McGerrigle,1207,84.38461538461547,Large,1984,2024,0.2640819140692467,0.27202509501392275,0.008152397197198586,0.006392939063595942,0.007943180944676054,0.010360079629604316,0.0019857952361690134,0.766710414269222,0.44839464250774974,FALSE,TRUE,No significant trend,Not significant
QC_CON,USAZ,QC,Monts McGerrigle,1207,84.38461538461547,Large,1984,2024,0.31137085622747307,0.2952073728826581,0.009690397490268662,0.007520916734679866,-0.01616348334481499,0.01226653953033996,-0.004040870836203747,-1.3176889296966239,0.1961682980676661,FALSE,TRUE,No significant trend,Not significant
QC_FOR,AZ,QC,Monts Chic-Chocs,1017,-72.75,Small,1984,2024,0.3144207219230909,0.30540075355818264,0.014962633451900121,0.009962794563113405,-0.00901996836490826,0.017976030577486302,-0.002254992091227065,-0.5017775379290424,0.6191555022453306,FALSE,TRUE,No significant trend,Not significant
QC_FOR,USAZ,QC,Monts Chic-Chocs,1017,-72.75,Small,1984,2024,0.3450743730742741,0.31504017312981003,0.01798786645529012,0.011927988629971993,-0.030034199944464046,0.021583332744738302,-0.0075085499861160115,-1.3915459813214408,0.17309808110615033,FALSE,TRUE,No significant trend,Not significant
QC_JAC,AZ,QC,Monts McGerrigle,1276,153.38461538461547,Large,1984,2024,0.26532368556904984,0.27122251578167045,0.009685933047276557,0.007396558992749793,0.005898830212620609,0.012187140104616504,0.0014747075531551523,0.484020874625551,0.6313859656571876,FALSE,TRUE,No significant trend,Not significant
QC_JAC,USAZ,QC,Monts McGerrigle,1276,153.38461538461547,Large,1984,2024,0.3398635385556182,0.3130091692175379,0.014548237772421596,0.011101914738936585,-0.026854369338080275,0.018300375218927394,-0.006713592334520069,-1.4674217887240806,0.15119072955583682,FALSE,TRUE,No significant trend,Not significant
QC_JOS,AZ,QC,Monts McGerrigle,1086,-36.61538461538453,Small,1984,2024,0.29460643080293275,0.27290759891928473,0.01033387989422811,0.007504591844344336,-0.021698831883648018,0.012771373161039948,-0.005424707970912004,-1.6990210535733123,0.09818872069715642,FALSE,TRUE,No significant trend,Not significant
QC_JOS,USAZ,QC,Monts McGerrigle,1086,-36.61538461538453,Small,1984,2024,0.30927608669478424,0.2707311567632687,0.012054674432526915,0.008390678060793707,-0.03854492993151554,0.014687363752358793,-0.009636232482878884,-2.6243599996170324,0.01277965451531235,TRUE,TRUE,Decreasing,Small
QC_LOG,AZ,QC,Monts Chic-Chocs,1150,60.25,Medium,1984,2024,0.35547005728796566,0.3335331276007162,0.017746369373954803,0.012769648198618906,-0.021936929687249473,0.021863154874659146,-0.005484232421812368,-1.0033743900646213,0.32276814136712784,FALSE,TRUE,No significant trend,Not significant
QC_LOG,USAZ,QC,Monts Chic-Chocs,1150,60.25,Medium,1984,2024,0.35448011586349604,0.32416502534871405,0.018113846703421435,0.013998435347785398,-0.030315090514781984,0.022892523552050334,-0.007578772628695496,-1.3242354188630663,0.1942584728358118,FALSE,TRUE,No significant trend,Not significant
QC_MCW,AZ,QC,Monts McGerrigle,1036,-86.61538461538453,Small,1984,2024,0.22835776880363948,0.23507429191581727,0.0062954707343443024,0.004789428956619125,0.006716523112177797,0.007910220066312148,0.0016791307780444492,0.8490943432512026,0.4015992699170685,FALSE,TRUE,No significant trend,Not significant
QC_MCW,USAZ,QC,Monts McGerrigle,1036,-86.61538461538453,Small,1984,2024,0.3114753297954884,0.2730474761331168,0.010786082972673614,0.008091885566375788,-0.038427853662371614,0.013483997846066294,-0.009606963415592903,-2.849885775796251,0.007281879144507119,TRUE,TRUE,Decreasing,Small
QC_MIC,AZ,QC,Monts McGerrigle,1040,-82.61538461538453,Small,1984,2024,0.2470503592507553,0.2577074153692144,0.006984953073904659,0.00519390921402495,0.010657056118459074,0.0087043817912694655,0.0026642640296147685,1.224332339046542,0.22856553813091782,FALSE,TRUE,No significant trend,Not significant
QC_MIC,USAZ,QC,Monts McGerrigle,1040,-82.61538461538453,Small,1984,2024,0.3202050058064658,0.31130819233952495,0.011718277118922343,0.008822738529593315,-0.008896813466940878,0.014668290077491288,-0.0022242033667352196,-0.6065337827340334,0.5478641066728508,FALSE,TRUE,No significant trend,Not significant
QC_MSA,AZ,QC,Monts McGerrigle,1068,-54.61538461538453,Small,1984,2024,0.2792020486975981,0.2938046709560435,0.008370367384768174,0.0062720731105338065,0.014602622258445386,0.01045953876898365,0.0036506555646113464,1.3961057538930388,0.17173232273184091,FALSE,TRUE,No significant trend,Not significant
QC_MSA,USAZ,QC,Monts McGerrigle,1068,-54.61538461538453,Small,1984,2024,0.31433277257418846,0.2591227452271948,0.010299019432885968,0.007910171616231077,-0.05521002734699365,0.012986170192831702,-0.013802506836748413,-4.251448004082782,1.5662101721597188e-4,TRUE,TRUE,Decreasing,Moderate
QC_PSA,AZ,QC,Monts McGerrigle,1147,24.384615384615472,Medium,1984,2024,0.3104276767953143,0.3286159708778659,0.015231362656060753,0.01149691193698194,0.018188294082551626,0.01908332760414598,0.0045470735206379065,0.953098666010434,0.3470764386981028,FALSE,TRUE,No significant trend,Not significant
QC_PSA,USAZ,QC,Monts McGerrigle,1147,24.384615384615472,Medium,1984,2024,0.36191138463244915,0.3357691200645326,0.01703779011156575,0.012634163692150278,-0.026142264567916573,0.021211043917870143,-0.006535566141979143,-1.2324836377285473,0.22598369619456485,FALSE,TRUE,No significant trend,Not significant
QC_RIC,AZ,QC,Monts McGerrigle,1180,57.38461538461547,Small,1984,2024,0.2680583951960965,0.2730471227763217,0.010430957946619116,0.00784174256277014,0.004988727580225227,0.013049820309295346,0.0012471818950563068,0.3822832393080365,0.704562831495538,FALSE,TRUE,No significant trend,Not significant
QC_RIC,USAZ,QC,Monts McGerrigle,1180,57.38461538461547,Small,1984,2024,0.32166491749050313,0.27752567379122056,0.012412682180638698,0.009232778082168729,-0.04413924369928257,0.015469934390039304,-0.011034810924820643,-2.853227595309176,0.007220252623539502,TRUE,TRUE,Decreasing,Moderate
QC_SOM,AZ,QC,Monts McGerrigle,1147,24.384615384615472,Medium,1984,2024,0.3063212618667719,0.29983371997906744,0.011428321540772522,0.008841221541741945,-0.006487541887704451,0.014449004518978013,-0.0016218854719261128,-0.44899576847549627,0.6562026065655717,FALSE,TRUE,No significant trend,Not significant
QC_SOM,USAZ,QC,Monts McGerrigle,1147,24.384615384615472,Medium,1984,2024,0.3224828798709339,0.2950519988791402,0.014042601180243,0.010920989084335161,-0.027430880991793694,0.017789397136708424,-0.006857720247948423,-1.5419792352147823,0.1320726211192983,FALSE,TRUE,No significant trend,Not significant
QC_VIE,AZ,QC,Monts McGerrigle,1026,-96.61538461538451,Small,1984,2024,0.23955355287810545,0.2562517768504921,0.007636173318685874,0.005394513220664679,0.016698223972386655,0.009349433985056851,0.004174555993096664,1.7860144260150224,0.08301866780554257,FALSE,TRUE,No significant trend,Not significant
QC_VIE,USAZ,QC,Monts McGerrigle,1026,-96.61538461538451,Small,1984,2024,0.3179921336710273,0.29360841799795684,0.012086463374636687,0.00850734720629668,-0.02438371567307046,0.014780309651523474,-0.006095928918267615,-1.6497432224335786,0.10820547704425172,FALSE,TRUE,No significant trend,Not significant
QC_XAL,AZ,QC,Monts McGerrigle,1140,17.384615384615472,Medium,1984,2024,0.27673158003750764,0.28056293281571393,0.00901083018671211,0.006711912900089001,0.0038313527782062873,0.011235872704518477,9.578381945515718e-4,0.3409928964988646,0.7352072022403362,FALSE,TRUE,No significant trend,Not significant
QC_XAL,USAZ,QC,Monts McGerrigle,1140,17.384615384615472,Medium,1984,2024,0.3163378414334447,0.29396205873812964,0.011848066871707223,0.009086364505243286,-0.02237578269531504,0.014931132191451231,-0.00559394567382876,-1.4985991958551017,0.14320583692228786,FALSE,TRUE,No significant trend,Not significant
VT_CAM,AZ,VT,Green Mountains,1243,-48.5,Small,1984,2024,0.2555381461339225,0.2815764882749888,0.010471311883951211,0.00831161318029685,0.026038342141066317,0.01336904208348011,0.006509585535266579,1.947659524031377,0.05928708807140769,FALSE,TRUE,No significant trend,Not significant
VT_CAM,USAZ,VT,Green Mountains,1243,-48.5,Small,1984,2024,0.29707334993336243,0.3071490894668336,0.012503236234291235,0.010589620790667564,0.010075739533471184,0.01638508421768506,0.002518934883367796,0.6149336432824707,0.5424662681958046,FALSE,TRUE,No significant trend,Not significant
VT_MAN,AZ,VT,Green Mountains,1340,48.5,Medium,1984,2024,0.2737415826547996,0.29534282271322526,0.010436058151447252,0.007469271411411031,0.021601240058425675,0.012833601410271038,0.005400310014606419,1.6831783509450189,0.10099475854624952,FALSE,TRUE,No significant trend,Not significant
VT_MAN,USAZ,VT,Green Mountains,1340,48.5,Medium,1984,2024,0.30536686401122015,0.3187638315190713,0.015160720343386414,0.01053830802154147,0.013396967507851132,0.018463568920640883,0.003349241876962783,0.7255892707110557,0.4727814220908203,FALSE,TRUE,No significant trend,Not significant
